B	0.000387427
BBAR	1.89549
BBAR	2.19375
BBAR	0.0651804
BBAR	0.924158
BBAR	0.411766
BBAR	1.72974
B	0.981836
B	1.11499
B	2.25986
B	5.24317
BBAR	2.4587
BBAR	0.817267
BBAR	0.610681
B	0.868046
B	1.82343
BBAR	4.14889
BBAR	0.48151
B	0.50555
B	0.536584
B	3.06909
B	2.35691
B	3.73022
B	0.903942
BBAR	1.84578
B	2.22343
B	2.94134
B	0.563247
B	1.22868
BBAR	1.75051
BBAR	2.55224
B	0.450061
B	2.74131
BBAR	0.698213
B	0.538882
B	3.61013
B	3.52745
B	1.11769
BBAR	0.377436
B	0.029636
B	0.278026
BBAR	0.443399
BBAR	1.40817
B	1.58895
BBAR	0.733923
BBAR	1.04304
B	2.90119
B	1.75297
B	2.12779
BBAR	1.23103
BBAR	0.658747
BBAR	0.880566
BBAR	0.663904
B	3.51264
BBAR	4.29712
B	3.1127
B	2.56748
BBAR	0.613239
BBAR	2.48321
BBAR	0.0542816
B	3.05021
BBAR	1.47263
BBAR	2.58343
BBAR	0.710116
BBAR	1.22904
BBAR	0.00775241
BBAR	2.04442
B	0.827705
BBAR	2.47857
BBAR	2.85303
BBAR	3.15853
B	5.37434
B	0.283271
B	0.740944
BBAR	1.3344
BBAR	0.248858
B	3.76289
BBAR	1.10346
BBAR	1.12624
B	0.0290786
B	2.39428
BBAR	0.638018
B	0.741602
BBAR	0.39936
B	2.13357
B	0.0598744
B	1.63571
B	0.210893
B	2.69504
BBAR	0.750187
BBAR	0.732069
BBAR	1.04845
BBAR	1.15956
BBAR	0.817195
B	0.0707608
BBAR	1.90886
B	1.8093
BBAR	1.80121
BBAR	0.247087
B	0.929165
B	2.32413
B	1.85715
B	2.1329
B	1.18149
B	1.23083
B	0.324569
B	1.89596
BBAR	0.0994624
B	3.01827
B	1.37652
B	0.47956
B	0.548857
B	3.20046
BBAR	0.575305
BBAR	0.0308446
BBAR	0.877219
BBAR	0.0685131
BBAR	0.391163
BBAR	0.625642
BBAR	0.821792
B	2.72171
B	0.0740616
BBAR	0.718743
B	0.0223003
BBAR	1.03275
BBAR	0.887728
B	0.553077
B	0.832024
B	0.673499
B	2.26466
B	1.05281
BBAR	5.70711
B	0.454441
BBAR	1.30948
B	1.23915
B	0.824576
BBAR	1.71938
BBAR	0.0942642
BBAR	3.91244
BBAR	0.996115
BBAR	3.0529
BBAR	3.01321
B	1.99085
BBAR	0.790902
B	0.884986
BBAR	2.5364
BBAR	0.833531
B	0.77915
B	1.65984
BBAR	0.185006
B	0.768552
BBAR	6.60227
BBAR	1.98644
BBAR	4.10722e-05
BBAR	1.08555
BBAR	0.71035
BBAR	4.31014
B	1.46655
BBAR	0.380021
B	1.59596
B	2.25342
BBAR	1.37003
B	0.312924
BBAR	3.20702
B	0.275231
BBAR	2.14868
BBAR	2.02876
B	0.24933
BBAR	5.10048
BBAR	2.46282
BBAR	5.75641
BBAR	0.309499
BBAR	1.09619
B	0.371061
B	0.5366
BBAR	0.28812
BBAR	0.88361
BBAR	1.45786
B	4.62938
BBAR	0.182652
B	0.0586302
B	3.03707
B	1.14154
B	1.92454
BBAR	0.0696616
BBAR	0.047994
B	0.0814304
B	7.50736
BBAR	0.591679
BBAR	5.79419
B	3.33087
B	0.174454
B	0.146573
BBAR	0.412772
B	0.943939
BBAR	4.37856
BBAR	2.87693
B	4.04783
B	0.104268
BBAR	0.857714
B	0.655695
B	4.56089
BBAR	0.505558
B	0.753082
BBAR	0.343647
BBAR	0.236206
B	3.96457
BBAR	0.174015
BBAR	3.98225
BBAR	0.381648
BBAR	2.17511
BBAR	0.098512
BBAR	1.16584
B	0.831064
B	0.397209
B	0.743602
BBAR	0.660643
BBAR	0.330388
BBAR	1.36781
B	0.439653
B	1.39033
BBAR	0.944935
BBAR	0.128871
B	1.21144
BBAR	0.613309
BBAR	0.60977
BBAR	0.270209
B	1.17284
BBAR	1.50845
B	0.129908
BBAR	3.16529
B	0.54051
B	0.692587
B	2.15202
B	0.513034
B	1.06231
BBAR	3.1554
BBAR	1.55307
B	0.151224
B	0.302927
B	1.9853
BBAR	0.426898
BBAR	1.0718
BBAR	1.67076
B	0.275198
BBAR	1.69789
B	3.52488
B	0.225175
B	0.0229085
BBAR	0.281936
BBAR	1.07184
BBAR	0.0610272
BBAR	0.22486
B	1.65217
B	1.19029
B	1.59368
BBAR	1.72034
B	1.06989
BBAR	0.0472381
B	2.22608
B	1.87397
B	3.46469
BBAR	1.76465
BBAR	1.408
BBAR	2.40805
B	0.186879
B	1.55649
BBAR	0.555078
B	1.5196
BBAR	2.40802
BBAR	0.442858
BBAR	2.10704
B	0.179883
BBAR	0.947918
BBAR	1.73495
BBAR	5.87526
B	1.26659
B	0.0186867
BBAR	1.0559
B	0.171697
B	1.27449
B	1.08828
B	3.61513
B	5.60487
BBAR	0.948838
B	0.196047
B	1.04784
BBAR	0.181346
B	3.32575
BBAR	0.256939
B	0.0981601
BBAR	0.670161
BBAR	3.91674
BBAR	4.75113
BBAR	0.0919783
B	0.378935
BBAR	7.45887
B	0.126175
BBAR	2.4903
BBAR	2.70706
BBAR	0.0259513
BBAR	5.96295
B	1.54265
B	0.45389
B	1.8617
B	0.0286908
BBAR	0.987023
B	0.0485947
B	1.10624
B	1.45375
B	0.894519
BBAR	0.896488
B	2.13301
B	2.2831
B	0.433488
BBAR	1.11239
B	0.193493
B	0.916019
BBAR	0.355854
B	0.454721
BBAR	1.79898
BBAR	0.839068
B	0.659411
BBAR	0.0430691
B	1.8471
BBAR	1.74289
BBAR	0.847418
BBAR	2.9024
B	0.746622
BBAR	1.60589
B	0.264754
B	5.24618
B	3.11573
B	0.201735
B	0.167683
BBAR	0.188552
BBAR	2.15963
B	1.83763
B	0.101553
B	1.5761
BBAR	0.664291
B	1.64077
BBAR	1.73809
B	3.47514
BBAR	1.66875
B	0.188858
BBAR	0.236309
BBAR	0.960672
BBAR	1.97636
BBAR	4.28784
B	0.389289
B	1.04443
BBAR	0.865578
BBAR	0.717496
B	0.538799
BBAR	0.885891
BBAR	2.81862
BBAR	2.51637
B	0.241972
BBAR	0.58765
B	0.628632
BBAR	2.36787
BBAR	4.89516
BBAR	0.583094
BBAR	1.38831
BBAR	0.685074
B	0.0109729
B	4.03473
BBAR	0.0816122
B	1.14272
BBAR	0.434364
B	2.3344
B	0.0711476
BBAR	0.0995838
BBAR	0.617013
BBAR	0.64074
B	1.78004
B	1.91136
BBAR	5.41769
BBAR	0.509516
B	3.1139
B	0.121276
B	1.36022
BBAR	0.374917
BBAR	5.42962
BBAR	0.133147
BBAR	0.697343
BBAR	0.695063
BBAR	0.666344
B	0.730929
B	0.318523
BBAR	1.19617
BBAR	2.3935
BBAR	3.10105
B	2.00978
BBAR	0.889035
BBAR	0.999482
BBAR	0.609364
B	2.58665
BBAR	4.02301
BBAR	1.73524
BBAR	0.322619
BBAR	0.967406
BBAR	0.691285
BBAR	0.0630143
B	0.533089
B	0.570143
B	0.723356
BBAR	0.291127
B	0.52839
BBAR	0.298066
B	4.53097
B	0.724942
B	0.333138
B	0.151743
B	2.48058
BBAR	0.237766
B	0.233469
BBAR	0.204266
B	3.56854
B	0.36763
B	1.02595
BBAR	0.385257
BBAR	0.191697
B	0.204714
B	0.154214
BBAR	4.32392
BBAR	0.859207
B	1.82828
B	1.37982
BBAR	0.322175
BBAR	0.560621
B	1.18268
B	4.85664
B	1.39781
BBAR	0.047777
BBAR	1.68145
B	3.44967
B	1.7701
BBAR	0.229786
BBAR	0.72798
B	0.339439
B	1.17558
BBAR	2.30631
B	1.91696
B	1.38385
B	0.329808
B	0.673489
BBAR	0.816847
BBAR	0.104446
BBAR	1.09911
BBAR	2.55968
BBAR	1.76028
B	0.487887
BBAR	0.958402
B	0.0198062
BBAR	0.750332
B	0.351746
B	0.895487
BBAR	0.363816
B	0.0556371
B	1.54428
BBAR	1.2661
BBAR	0.763301
B	0.0448507
BBAR	3.53197
BBAR	3.16946
B	2.45793
B	6.34023
BBAR	1.61777
B	1.50141
B	3.04098
BBAR	0.464678
B	2.98172
B	1.35128
BBAR	1.12473
B	1.18211
BBAR	1.73725
BBAR	0.448173
B	0.0259209
B	0.326854
B	0.439232
BBAR	3.56142
B	0.4378
B	0.492139
BBAR	0.0564021
B	0.452424
BBAR	3.65773
BBAR	3.74489
BBAR	0.944925
B	0.224026
BBAR	3.56076
B	0.0619865
B	0.226416
BBAR	0.495797
BBAR	0.299718
BBAR	1.34391
B	0.969857
B	1.56012
B	3.49206
BBAR	1.15668
B	2.68145
BBAR	1.45523
BBAR	0.124778
B	1.18156
B	1.01123
BBAR	1.34858
B	1.4995
BBAR	2.12783
BBAR	0.0543928
BBAR	4.29975
B	0.127533
B	0.0670122
B	1.16389
B	1.2642
B	0.442435
B	2.6095
BBAR	1.8583
BBAR	0.643016
BBAR	2.51698
BBAR	0.095934
BBAR	1.72102
B	0.0343727
BBAR	2.03504
BBAR	1.18957
B	2.20046
BBAR	1.4332
B	4.86105
B	0.0992068
B	0.99217
BBAR	2.5435
BBAR	1.84452
B	0.0839102
B	0.0141429
B	0.162688
B	1.96684
B	0.307136
BBAR	0.239131
B	0.282588
BBAR	3.34961
BBAR	2.94217
BBAR	0.647045
BBAR	1.50794
BBAR	2.35894
BBAR	1.57071
BBAR	0.929241
BBAR	0.602167
BBAR	3.26275
B	5.54559
BBAR	1.70213
BBAR	1.15815
B	1.07812
BBAR	5.66306
BBAR	1.45721
B	0.451206
B	0.33015
B	8.26067
B	0.548544
B	3.58462
B	0.454572
BBAR	0.493838
BBAR	10.2232
BBAR	1.61863
B	1.22498
B	2.00555
B	1.93498
BBAR	0.152087
BBAR	0.862471
B	0.381181
BBAR	0.914222
B	8.72575
BBAR	0.610293
BBAR	0.939265
B	0.779068
B	0.246764
