B	0.33246
BBAR	0.971498
B	3.23197
B	0.678666
B	3.64213
B	1.67385
BBAR	1.29127
B	0.89605
BBAR	0.706356
B	0.547457
B	0.358159
B	3.07717
B	1.62638
B	2.43294
B	0.525978
B	5.16342
B	0.14451
BBAR	1.37237
B	0.415999
BBAR	1.13478
BBAR	1.89762
BBAR	0.434374
BBAR	3.54249
B	1.34563
BBAR	1.92477
BBAR	1.42922
BBAR	0.209604
B	3.81312
B	0.886366
BBAR	0.91494
B	1.67395
BBAR	0.0411573
B	1.89996
BBAR	1.02801
BBAR	2.90262
B	2.47206
B	0.263361
B	8.48384
BBAR	0.372317
B	0.276683
B	0.0973741
B	0.0421988
BBAR	0.277877
B	4.133
B	1.37751
B	1.49072
BBAR	1.03027
BBAR	0.0339822
B	0.303319
BBAR	2.54244
BBAR	0.546031
B	0.58
B	0.00137053
BBAR	1.1066
B	0.476813
B	0.34813
B	2.0381
BBAR	2.77353
B	0.545041
BBAR	0.160871
BBAR	0.134676
BBAR	1.76707
BBAR	0.0713313
BBAR	0.490028
BBAR	5.87475
B	0.487343
B	0.823101
BBAR	0.0706269
B	0.452599
BBAR	2.46382
B	0.0795039
B	0.231994
BBAR	1.21616
B	0.2947
BBAR	0.00415441
B	0.869581
B	0.804047
BBAR	1.30324
BBAR	0.167677
B	1.23205
B	0.834693
BBAR	0.630723
B	1.81651
B	5.73286
B	0.269063
B	1.73302
BBAR	1.48777
BBAR	2.5903
B	0.280563
BBAR	2.56419
B	0.046758
B	0.549522
BBAR	0.761676
BBAR	1.06507
BBAR	0.522631
BBAR	2.04363
B	0.648121
B	0.718868
B	0.271924
B	1.56359
BBAR	0.0706507
BBAR	4.1908
BBAR	0.216548
B	0.904046
B	0.17772
B	0.443408
BBAR	2.38636
BBAR	1.08906
BBAR	0.79923
BBAR	0.210016
B	0.340299
B	0.0706802
B	2.66194
BBAR	3.39717
BBAR	0.708696
BBAR	1.49253
BBAR	0.649678
B	0.571211
B	1.12826
B	0.617844
BBAR	0.0723272
B	2.5918
B	0.541332
B	1.22195
B	0.980165
BBAR	3.61844
BBAR	0.603553
B	0.137479
B	1.67699
BBAR	0.0478491
B	2.65541
B	4.38027
B	4.25417
B	0.377737
BBAR	0.867775
B	3.03675
B	1.1051
B	0.63836
BBAR	0.10351
BBAR	0.927225
B	1.91453
BBAR	2.30958
B	0.45255
B	1.06057
B	2.72417
BBAR	0.0632087
BBAR	1.55711
B	1.39047
BBAR	0.571642
B	0.10364
BBAR	1.45034
BBAR	1.5883
B	1.50071
B	2.68064
B	2.61772
B	0.672493
B	0.0381147
B	3.96656
BBAR	3.08899
BBAR	0.306063
BBAR	0.376956
BBAR	0.0302854
BBAR	2.36726
BBAR	0.102576
B	3.17417
BBAR	0.54584
B	0.134977
BBAR	0.988111
BBAR	1.39634
BBAR	0.391957
B	0.295033
BBAR	0.0743534
BBAR	4.07923
B	2.50928
BBAR	0.368187
BBAR	0.595404
B	1.98047
BBAR	9.63318
B	0.79132
BBAR	0.301081
B	1.17572
B	0.635804
B	1.00288
BBAR	0.0677432
BBAR	0.299109
B	1.39609
B	0.171314
BBAR	1.99191
BBAR	0.928933
B	2.09076
BBAR	0.967258
B	1.09009
B	0.0339537
BBAR	1.00529
BBAR	1.81271
B	2.30218
B	0.884076
B	1.45588
B	0.236396
BBAR	4.30946
BBAR	3.71269
B	1.04973
BBAR	1.52481
BBAR	0.447838
B	3.43563
B	0.063231
BBAR	0.576502
B	4.84092
BBAR	3.76631
B	0.687217
BBAR	0.387607
BBAR	1.89794
B	1.83379
BBAR	1.98524
B	1.93968
B	3.8927
B	0.932782
B	7.97078
BBAR	0.454669
BBAR	0.258224
B	3.38375
B	2.00933
B	2.77282
BBAR	0.882352
BBAR	0.0701016
B	2.51238
B	0.101056
BBAR	1.01156
BBAR	2.05533
B	0.381565
BBAR	1.62296
BBAR	1.72494
B	0.281854
BBAR	2.26956
B	2.92763
B	2.16475
BBAR	2.58366
B	2.00047
B	1.5936
B	0.302036
BBAR	1.74801
B	0.26612
B	4.95116
BBAR	0.829244
B	0.794455
B	0.793395
B	0.650818
B	0.171843
BBAR	2.43172
BBAR	4.87216
B	1.64886
BBAR	0.866866
B	0.476169
BBAR	0.303706
B	0.282791
B	3.31071
BBAR	1.06807
B	0.0144678
BBAR	1.42524
B	0.18205
B	1.0232
BBAR	1.13916
B	4.48319
B	0.751747
BBAR	3.75393
B	1.3153
B	4.13669
B	0.787663
BBAR	0.220338
BBAR	0.577793
B	4.3541
BBAR	0.458632
BBAR	0.191733
BBAR	0.0312836
B	0.774031
BBAR	3.20462
BBAR	0.106908
B	0.5187
B	1.52919
BBAR	1.89454
B	0.705939
B	1.606
BBAR	0.0924863
BBAR	3.80283
BBAR	1.19431
B	1.10808
BBAR	2.6022
B	0.523406
BBAR	4.74491
B	0.989076
BBAR	0.42737
BBAR	0.352312
B	5.73654
B	3.08266
BBAR	1.24237
BBAR	0.62959
B	1.53141
BBAR	1.39391
B	1.90586
BBAR	3.19723
BBAR	0.127095
BBAR	0.121052
B	1.11592
B	4.56525
B	1.56478
B	1.71974
B	0.180252
B	0.172062
B	1.70726
BBAR	1.83286
B	1.78633
B	1.53804
BBAR	1.05512
BBAR	0.423875
BBAR	0.0477692
B	2.2991
BBAR	0.566747
BBAR	3.83356
BBAR	0.823584
BBAR	0.717542
B	0.881352
B	0.339358
B	1.79076
BBAR	4.35634
BBAR	0.509972
BBAR	0.143177
B	1.76609
B	2.87311
BBAR	1.05208
BBAR	3.40066
B	1.68384
B	2.59611
BBAR	4.4005
B	7.03672
B	0.0286938
BBAR	0.493243
B	1.4391
BBAR	0.980286
B	0.627858
BBAR	3.69407
B	0.288913
B	1.81404
BBAR	1.35665
BBAR	3.54195
BBAR	1.48832
BBAR	0.436932
B	2.14841
